audio_path,transcript,emotion
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_lean_happy.wav,lean,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_learn_happy.wav,learn,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_lease_happy.wav,lease,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_lid_happy.wav,lid,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_life_happy.wav,life,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_limb_happy.wav,limb,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_live_happy.wav,live,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_loaf_happy.wav,loaf,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_long_happy.wav,long,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_lore_happy.wav,lore,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_lose_happy.wav,lose,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_lot_happy.wav,lot,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_love_happy.wav,love,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_luck_happy.wav,luck,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_make_happy.wav,make,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_match_happy.wav,match,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_merge_happy.wav,merge,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_mess_happy.wav,mess,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_met_happy.wav,met,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_mill_happy.wav,mill,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_mob_happy.wav,mob,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_mode_happy.wav,mode,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_mood_happy.wav,mood,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_moon_happy.wav,moon,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_mop_happy.wav,mop,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_mouse_happy.wav,mouse,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_nag_happy.wav,nag,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_name_happy.wav,name,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_near_happy.wav,near,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_neat_happy.wav,neat,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_nice_happy.wav,nice,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_note_happy.wav,note,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_numb_happy.wav,numb,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_pad_happy.wav,pad,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_page_happy.wav,page,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_pain_happy.wav,pain,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_pass_happy.wav,pass,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_pearl_happy.wav,pearl,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_peg_happy.wav,peg,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_perch_happy.wav,perch,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_phone_happy.wav,phone,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_pick_happy.wav,pick,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_pike_happy.wav,pike,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_pole_happy.wav,pole,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_pool_happy.wav,pool,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_puff_happy.wav,puff,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_rag_happy.wav,rag,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_raid_happy.wav,raid,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_rain_happy.wav,rain,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_raise_happy.wav,raise,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_rat_happy.wav,rat,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_reach_happy.wav,reach,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_read_happy.wav,read,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_red_happy.wav,red,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_ring_happy.wav,ring,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_ripe_happy.wav,ripe,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_road_happy.wav,road,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_room_happy.wav,room,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_rose_happy.wav,rose,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_rot_happy.wav,rot,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_rough_happy.wav,rough,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_rush_happy.wav,rush,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_said_happy.wav,said,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_sail_happy.wav,sail,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_search_happy.wav,search,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_seize_happy.wav,seize,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_sell_happy.wav,sell,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_shack_happy.wav,shack,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_shall_happy.wav,shall,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_shawl_happy.wav,shawl,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_sheep_happy.wav,sheep,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_shirt_happy.wav,shirt,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_should_happy.wav,should,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_shout_happy.wav,shout,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_size_happy.wav,size,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_soap_happy.wav,soap,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_soup_happy.wav,soup,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_sour_happy.wav,sour,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_south_happy.wav,south,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_sub_happy.wav,sub,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_such_happy.wav,such,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_sure_happy.wav,sure,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_take_happy.wav,take,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_talk_happy.wav,talk,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_tape_happy.wav,tape,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_team_happy.wav,team,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_tell_happy.wav,tell,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_thin_happy.wav,thin,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_third_happy.wav,third,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_thought_happy.wav,thought,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_thumb_happy.wav,thumb,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_time_happy.wav,time,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_tip_happy.wav,tip,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_tire_happy.wav,tire,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_ton_happy.wav,ton,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_tool_happy.wav,tool,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_tough_happy.wav,tough,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_turn_happy.wav,turn,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_vine_happy.wav,vine,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_voice_happy.wav,voice,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_void_happy.wav,void,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_vote_happy.wav,vote,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_wag_happy.wav,wag,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_walk_happy.wav,walk,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_wash_happy.wav,wash,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_week_happy.wav,week,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_wheat_happy.wav,wheat,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_when_happy.wav,when,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_which_happy.wav,which,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_whip_happy.wav,whip,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_white_happy.wav,white,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_wife_happy.wav,wife,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_wire_happy.wav,wire,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_witch_happy.wav,witch,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_yearn_happy.wav,yearn,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_yes_happy.wav,yes,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_young_happy.wav,young,happy
data/raw/TESS Toronto emotional speech set data\OAF_happy\OAF_youth_happy.wav,youth,happy
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_back_neutral.wav,back,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_bar_neutral.wav,bar,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_base_neutral.wav,base,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_bath_neutral.wav,bath,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_bean_neutral.wav,bean,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_beg_neutral.wav,beg,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_boat_neutral.wav,boat,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_bone_neutral.wav,bone,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_book_neutral.wav,book,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_bought_neutral.wav,bought,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_burn_neutral.wav,burn,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_cab_neutral.wav,cab,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_calm_neutral.wav,calm,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_came_neutral.wav,came,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_cause_neutral.wav,cause,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_chain_neutral.wav,chain,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_chair_neutral.wav,chair,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_chalk_neutral.wav,chalk,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_chat_neutral.wav,chat,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_check_neutral.wav,check,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_cheek_neutral.wav,cheek,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_chief_neutral.wav,chief,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_choice_neutral.wav,choice,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_cool_neutral.wav,cool,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_dab_neutral.wav,dab,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_date_neutral.wav,date,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_dead_neutral.wav,dead,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_death_neutral.wav,death,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_deep_neutral.wav,deep,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_dime_neutral.wav,dime,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_dip_neutral.wav,dip,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_ditch_neutral.wav,ditch,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_dodge_neutral.wav,dodge,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_dog_neutral.wav,dog,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_doll_neutral.wav,doll,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_door_neutral.wav,door,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_fail_neutral.wav,fail,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_fall_neutral.wav,fall,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_far_neutral.wav,far,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_fat_neutral.wav,fat,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_fit_neutral.wav,fit,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_five_neutral.wav,five,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_food_neutral.wav,food,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_gap_neutral.wav,gap,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_gas_neutral.wav,gas,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_gaze_neutral.wav,gaze,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_germ_neutral.wav,germ,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_get_neutral.wav,get,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_gin_neutral.wav,gin,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_goal_neutral.wav,goal,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_good_neutral.wav,good,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_goose_neutral.wav,goose,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_gun_neutral.wav,gun,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_half_neutral.wav,half,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_hall_neutral.wav,hall,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_hash_neutral.wav,hash,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_hate_neutral.wav,hate,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_have_neutral.wav,have,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_haze_neutral.wav,haze,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_hire_neutral.wav,hire,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_hit_neutral.wav,hit,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_hole_neutral.wav,hole,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_home_neutral.wav,home,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_hurl_neutral.wav,hurl,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_hush_neutral.wav,hush,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_jail_neutral.wav,jail,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_jar_neutral.wav,jar,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_join_neutral.wav,join,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_judge_neutral.wav,judge,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_jug_neutral.wav,jug,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_juice_neutral.wav,juice,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_keen_neutral.wav,keen,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_keep_neutral.wav,keep,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_keg_neutral.wav,keg,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_kick_neutral.wav,kick,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_kill_neutral.wav,kill,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_king_neutral.wav,king,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_kite_neutral.wav,kite,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_knock_neutral.wav,knock,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_late_neutral.wav,late,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_laud_neutral.wav,laud,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_lean_neutral.wav,lean,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_learn_neutral.wav,learn,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_lease_neutral.wav,lease,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_lid_neutral.wav,lid,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_life_neutral.wav,life,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_limb_neutral.wav,limb,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_live_neutral.wav,live,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_loaf_neutral.wav,loaf,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_long_neutral.wav,long,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_lore_neutral.wav,lore,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_lose_neutral.wav,lose,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_lot_neutral.wav,lot,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_love_neutral.wav,love,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_luck_neutral.wav,luck,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_make_neutral.wav,make,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_match_neutral.wav,match,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_merge_neutral.wav,merge,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_mess_neutral.wav,mess,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_met_neutral.wav,met,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_mill_neutral.wav,mill,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_mob_neutral.wav,mob,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_mode_neutral.wav,mode,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_mood_neutral.wav,mood,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_moon_neutral.wav,moon,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_mop_neutral.wav,mop,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_mouse_neutral.wav,mouse,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_nag_neutral.wav,nag,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_name_neutral.wav,name,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_near_neutral.wav,near,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_neat_neutral.wav,neat,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_nice_neutral.wav,nice,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_note_neutral.wav,note,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_numb_neutral.wav,numb,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_pad_neutral.wav,pad,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_page_neutral.wav,page,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_pain_neutral.wav,pain,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_pass_neutral.wav,pass,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_pearl_neutral.wav,pearl,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_peg_neutral.wav,peg,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_perch_neutral.wav,perch,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_phone_neutral.wav,phone,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_pick_neutral.wav,pick,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_pike_neutral.wav,pike,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_pole_neutral.wav,pole,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_pool_neutral.wav,pool,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_puff_neutral.wav,puff,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_rag_neutral.wav,rag,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_raid_neutral.wav,raid,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_rain_neutral.wav,rain,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_raise_neutral.wav,raise,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_rat_neutral.wav,rat,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_reach_neutral.wav,reach,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_read_neutral.wav,read,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_red_neutral.wav,red,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_ring_neutral.wav,ring,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_ripe_neutral.wav,ripe,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_road_neutral.wav,road,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_room_neutral.wav,room,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_rose_neutral.wav,rose,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_rot_neutral.wav,rot,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_rough_neutral.wav,rough,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_rush_neutral.wav,rush,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_said_neutral.wav,said,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_sail_neutral.wav,sail,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_search_neutral.wav,search,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_seize_neutral.wav,seize,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_sell_neutral.wav,sell,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_shack_neutral.wav,shack,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_shall_neutral.wav,shall,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_shawl_neutral.wav,shawl,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_sheep_neutral.wav,sheep,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_shirt_neutral.wav,shirt,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_should_neutral.wav,should,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_shout_neutral.wav,shout,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_size_neutral.wav,size,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_soap_neutral.wav,soap,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_soup_neutral.wav,soup,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_sour_neutral.wav,sour,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_south_neutral.wav,south,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_sub_neutral.wav,sub,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_such_neutral.wav,such,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_sure_neutral.wav,sure,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_take_neutral.wav,take,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_talk_neutral.wav,talk,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_tape_neutral.wav,tape,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_team_neutral.wav,team,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_tell_neutral.wav,tell,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_thin_neutral.wav,thin,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_third_neutral.wav,third,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_thought_neutral.wav,thought,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_thumb_neutral.wav,thumb,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_time_neutral.wav,time,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_tip_neutral.wav,tip,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_tire_neutral.wav,tire,neutral
data/raw/TESS Toronto emotional speech set data\OAF_neutral\OAF_ton_neutral.wav,ton,neutral
